timestamp,symbol,close,volume,var_3c
2026-01-25 12:56:44.609510,0GUSDT,0.9344,3298248.0,
2026-01-25 12:56:44.944525,1000TAGUSDT,0.4025,46735.0,
2026-01-25 12:56:45.317247,1000TOSHIUSDT,0.2892,383424.0,
2026-01-25 12:56:45.670202,1000TURBOUSDT,1.4942,50921.0,
2026-01-25 12:56:46.008699,1000XECUSDT,0.010285,911790.0,
2026-01-25 12:56:46.347535,1000XUSDT,0.017728,344460.0,
2026-01-25 12:56:46.693664,1INCHUSDT,0.14119,768815.4,
2026-01-25 12:56:46.895961,1000LUNCUSDT,0.03744,1283681.0,
2026-01-25 12:56:46.911645,1000000BABYDOGEUSDT,0.0005822,93344800.0,
2026-01-25 12:56:46.927696,1000FLOKIUSDT,0.04221,1875853.0,
2026-01-25 12:56:47.022998,1000000CHEEMSUSDT,0.844,11014.0,
2026-01-25 12:56:47.054428,1000000MOGUSDT,0.2419,332575.0,
2026-01-25 12:56:47.074376,2ZUSDT,0.13023,3084818.0,
2026-01-25 12:56:47.086011,1000BTTUSDT,0.0004054,7342300.0,
2026-01-25 12:56:47.086011,1000RATSUSDT,0.04079,981360.0,
2026-01-25 12:56:47.101736,10000ELONUSDT,0.0004127,15608900.0,
2026-01-25 12:56:47.117397,1000BONKUSDT,0.008691,91163400.0,
2026-01-25 12:56:47.117397,1000NEIROCTOUSDT,0.11678,1133371.0,
2026-01-25 12:56:47.133208,10000QUBICUSDT,0.006156,2858400.0,
2026-01-25 12:56:47.133208,1000CATUSDT,0.002609,7366210.0,
2026-01-25 12:56:47.133208,10000SATSUSDT,0.0001563,383924600.0,
2026-01-25 12:56:47.149043,1000PEPEUSDT,0.004888,2700979800.0,
2026-01-25 12:56:47.236807,4USDT,0.01777,8294550.0,
2026-01-25 12:56:47.253473,A2ZUSDT,0.0013655,4389200.0,
2026-01-25 12:56:47.277118,AAVEUSDT,153.29,12816.73,
2026-01-25 12:56:47.401403,ACEUSDT,0.2367,75776.3,
2026-01-25 12:56:47.438948,ACUUSDT,0.17811,11012940.0,
2026-01-25 12:56:47.438948,ACHUSDT,0.011628,16083410.0,
2026-01-25 12:56:47.438948,ACXUSDT,0.04706,117835.0,
2026-01-25 12:56:47.438948,ADAUSDT,0.3521,22767009.0,
2026-01-25 12:56:47.454872,ACTUSDT,0.022586,2761735.0,
2026-01-25 12:56:47.460022,AERGOUSDT,0.06012,1202311.0,
2026-01-25 12:56:47.470910,AGIUSDT,0.015956,1551280.0,
2026-01-25 12:56:47.486713,AINUSDT,0.04579,138190.0,
2026-01-25 12:56:47.486713,AEVOUSDT,0.03788,597550.2,
2026-01-25 12:56:47.486713,AGLDUSDT,0.342,24566657.4,
2026-01-25 12:56:47.574504,AIOUSDT,0.14995,23660.0,
2026-01-25 12:56:47.586847,AIOZUSDT,0.08776,165252.0,
2026-01-25 12:56:47.615781,AIXBTUSDT,0.03077,6448720.0,
2026-01-25 12:56:47.728099,AKEUSDT,0.0003691,46416100.0,
2026-01-25 12:56:47.776453,AKTUSDT,0.4311,204052.4,
2026-01-25 12:56:47.776453,ALGOUSDT,0.11612,2597809.9,
2026-01-25 12:56:47.776453,ALCHUSDT,0.11247,1914945.0,
2026-01-25 12:56:47.792133,ALLOUSDT,0.09261,1006707.0,
2026-01-25 12:56:47.792133,ALICEUSDT,0.16593,521551.3,
2026-01-25 12:56:47.807805,ALPINEUSDT,0.5378,16193.9,
2026-01-25 12:56:47.807805,ALTUSDT,0.011783,22480144.0,
2026-01-25 12:56:47.823534,ANIMEUSDT,0.006678,58716929.0,
2026-01-25 12:56:47.836610,ALUUSDT,0.006787,11038112.0,
2026-01-25 12:56:47.836610,ANKRUSDT,0.006192,1685303.0,
2026-01-25 12:56:47.909315,APEUSDT,0.18066,3379804.7,
2026-01-25 12:56:47.920732,APEXUSDT,0.3535,238960.9,
2026-01-25 12:56:47.950998,API3USDT,0.4068,265050.8,
2026-01-25 12:56:48.070242,APRUSDT,0.10261,721420.0,
2026-01-25 12:56:48.113726,APTUSDT,1.5314,1306181.08,
2026-01-25 12:56:48.113726,AEROUSDT,0.4579,788674.0,
2026-01-25 12:56:48.113726,ARBUSDT,0.17317,17135724.3,
2026-01-25 12:56:48.129480,ARKMUSDT,0.17404,1042708.0,
2026-01-25 12:56:48.129480,ARCUSDT,0.05287,3829873.0,
2026-01-25 12:56:48.145174,ARIAUSDT,0.07811,122925.0,
2026-01-25 12:56:48.145174,ARKUSDT,0.2588,556077.0,
2026-01-25 12:56:48.145174,ARPAUSDT,0.013593,13305790.0,
2026-01-25 12:56:48.161206,ARUSDT,3.448,48475.9,
2026-01-25 12:56:48.176990,ASRUSDT,1.6322,21654.6,
2026-01-25 12:56:48.176990,ASPUSDT,0.04365,384510.0,
2026-01-25 12:56:48.247867,ASTERUSDT,0.6294,8034949.0,
2026-01-25 12:56:48.256288,ASTRUSDT,0.010786,7260367.0,
2026-01-25 12:56:48.288481,ATHUSDT,0.009321,198083890.0,
2026-01-25 12:56:48.416498,ATOMUSDT,2.264,255300.4,
2026-01-25 12:56:48.449245,ATUSDT,0.15836,239750.0,
2026-01-25 12:56:48.449245,AUCTIONUSDT,7.276,5371937.7,
2026-01-25 12:56:48.465352,AVAAIUSDT,0.008795,2611255.0,
2026-01-25 12:56:48.465352,AUSDT,0.11042,2021919.0,
2026-01-25 12:56:48.481419,AVAUSDT,0.3154,66947.9,
2026-01-25 12:56:48.481419,AVAXUSDT,11.844,173146.8,
2026-01-25 12:56:48.481419,AVLUSDT,0.07497,2342704.0,
2026-01-25 12:56:48.497151,AVNTUSDT,0.3254,17596472.0,
2026-01-25 12:56:48.497151,AWEUSDT,0.05297,73410.0,
2026-01-25 12:56:48.513598,AXSUSDT,2.1396,14240180.4,
2026-01-25 12:56:48.513598,AXLUSDT,0.07787,116957547.0,
2026-01-25 12:56:48.617241,B2USDT,0.8596,820109.0,
2026-01-25 12:56:48.617241,B3USDT,0.0008555,80492700.0,
2026-01-25 12:56:48.617241,BABYUSDT,0.017209,1631080.0,
2026-01-25 12:56:48.746961,BANANAS31USDT,0.004175,12239300.0,
2026-01-25 12:56:48.795074,BANANAUSDT,7.188,591338.55,
2026-01-25 12:56:48.859438,BBUSDT,0.0527,1236177.0,
2026-01-25 12:56:48.859438,BEAMUSDT,0.002992,39043000.0,
2026-01-25 12:56:48.859438,BANDUSDT,0.2795,197934.2,
2026-01-25 12:56:48.875530,BATUSDT,0.17364,1310099.3,
2026-01-25 12:56:48.875530,BANUSDT,0.07703,279920.0,
2026-01-25 12:56:48.875530,BCHUSDT,581.7,7357.69,
2026-01-25 12:56:48.875530,BARDUSDT,0.802,285591.1,
2026-01-25 12:56:48.875530,BANKUSDT,0.05075,953400.0,
2026-01-25 12:56:48.875530,BEATUSDT,0.2738,1479717.0,
2026-01-25 12:56:48.875530,BELUSDT,0.13313,265596.0,
2026-01-25 12:56:48.955479,BICOUSDT,0.03816,412218.1,
2026-01-25 12:56:48.955479,BERAUSDT,0.6792,2574187.0,
2026-01-25 12:56:48.971583,BIGTIMEUSDT,0.021595,29276878.0,
2026-01-25 12:56:49.086315,BIOUSDT,0.04832,4706188.0,
2026-01-25 12:56:49.131727,BLASTUSDT,0.000809,354749340.0,
2026-01-25 12:56:49.180864,BLUAIUSDT,0.00662,15705450.0,
2026-01-25 12:56:49.180864,BLESSUSDT,0.007936,1943060.0,
2026-01-25 12:56:49.196877,BMTUSDT,0.023009,819313.0,
2026-01-25 12:56:49.196877,BNBUSDT,877.0,2117.95,
2026-01-25 12:56:49.212945,BLURUSDT,0.02973,5877266.0,
2026-01-25 12:56:49.225372,BNTUSDT,0.3892,4169.0,
2026-01-25 12:56:49.229072,BOBAUSDT,0.03867,190047.2,
2026-01-25 12:56:49.229072,BOBBOBUSDT,0.009121,1719900.0,
2026-01-25 12:56:49.229072,BRETTUSDT,0.013205,11933350.0,
2026-01-25 12:56:49.229072,BOMEUSDT,0.0005712,199412300.0,
2026-01-25 12:56:49.295122,BREVUSDT,0.2272,2053109.0,
2026-01-25 12:56:49.313296,BROCCOLIUSDT,0.018684,8130186.0,
2026-01-25 12:56:49.313296,BRUSDT,0.05833,243083.0,
2026-01-25 12:56:49.422508,BSUUSDT,0.15267,35665.0,
2026-01-25 12:56:49.470524,BSVUSDT,17.702,1237.68,
2026-01-25 12:56:49.524234,BTCUSDT,88438.0,2488.937,
2026-01-25 12:56:49.524234,BUSDT,0.19457,64184.0,
2026-01-25 12:56:49.540017,BTRUSDT,0.06719,263153.0,
2026-01-25 12:56:49.540017,C98USDT,0.02169,1601798.4,
2026-01-25 12:56:49.540017,CAKEUSDT,1.898,56711.7,
2026-01-25 12:56:49.572078,CARVUSDT,0.09826,6003632.0,
2026-01-25 12:56:49.572078,CAMPUSDT,0.006928,5322703.0,
2026-01-25 12:56:49.603531,CATIUSDT,0.05891,199861.0,
2026-01-25 12:56:49.603531,CCUSDT,0.15628,2216064.0,
2026-01-25 12:56:49.603531,CELOUSDT,0.11536,3273500.4,
2026-01-25 12:56:49.635055,CETUSUSDT,0.02313,1025682.0,
2026-01-25 12:56:49.651095,CFXUSDT,0.06978,1014069.0,
2026-01-25 12:56:49.651095,CGPTUSDT,0.03054,695250.0,
2026-01-25 12:56:49.765003,CHILLGUYUSDT,0.016025,3551953.0,
2026-01-25 12:56:49.813966,CHRUSDT,0.03919,466843.7,
2026-01-25 12:56:49.862593,CHZUSDT,0.05397,61188332.0,
2026-01-25 12:56:49.878542,CLANKERUSDT,24.14,3009.98,
2026-01-25 12:56:49.878542,CKBUSDT,0.002428,17251080.0,
2026-01-25 12:56:49.878542,CLOUDUSDT,0.06389,24598.0,
2026-01-25 12:56:49.896310,CLOUSDT,0.4746,659361.0,
2026-01-25 12:56:49.910428,COMMONUSDT,0.002683,19591550.0,
2026-01-25 12:56:49.910428,COAIUSDT,0.3883,357500.0,
2026-01-25 12:56:49.942269,COMPUSDT,24.02,35131.58,
2026-01-25 12:56:49.958194,COOKUSDT,0.003871,1674720.0,
2026-01-25 12:56:49.958194,COOKIEUSDT,0.02865,863543.0,
